,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
8864,B000FFIL92,Numi Organic Tea Flowering Gift Set in Handcrafted Mahogany Bamboo Chest,A2J6PNSKDBM3M0,2/2,5.0,1173398400,"I loved this gift box of teas. It was something different, and a unique gift for my husband for valentines day. I want to purchase another gift box of flowering teas for my friends birthday in May.",grocery gourmet food,gourmet gifts,tea gifts,37
4615,B00007FY4H,Swimways Baby Spring Float by Swimways,A2XU4PDVVXNUDW,0/0,2.0,1124064000,"Althought the aspect of being able to splash in the water is what drew me to this float, my 10 month old equally enjoyed the ease of climbing out of the float. I bought this for our vacation and because it was so dangerous I ended up holding her the entire time we were in the water! Buyer beware!!",toys games,sports outdoor play,pools water fun,59
22079,B000F4H5U4,"Threelac Probiotic Dietary Supplement, Natural Lemon Flavor, Includes 60 .053-Ounce Packets",ABU1AQBP7BCWN,2/2,5.0,1266451200,"After a treatment of antibiotics, you need to replenish your colon with a good probiotic. Without going into the dreary details, this product, which is to be followed after first using Threelac, is a wonderful means of retoring the balance to our colon/body. I have been on this product now for two years, and swear by it. Don't hestitate to use it. Super product!Also, I have suggested this to people who have constant diarrehea. It works like a charm. Try it. You might be surprised.",health personal care,nutrition wellness,vitamins supplements,85
30224,B00014GCMU,Baby-Me-Now Prenatal Original Formula - 150 - Tablet,A56RJ2P0VGNNM,1/1,1.0,1308268800,"The limit for Vitamin A is supposed to be 5,000 IU and this pre-natal supplement is 13,000 IU. A study in the NEJM in 1995, found that among women who take more than 10,000 IU of supplemental vitamin A, an estimate of 1 in 57 involves a baby with a birth defect attributable to high vitamin A intake. I don't understand why Solaray has such a high dose in these vitamins.",health personal care,nutrition wellness,vitamins supplements,71
36367,B0006NJDAO,Pee Post Pheromone-Treated Yard Stake (7 1/2 in. ),A1YPHKMVKG8DOS,0/0,5.0,1330560000,We have a 12 week old poodle who we thought would never be housebroken. Our dog sniffed the post a few times then nothing happened until a few days later she started going potty right by the post. We did take her to the post several times a day so we were sure she knew it was there. She also uses our dog door to get there. I don't think we would of ever had her trained if it wasn't for this post.,pet supplies,dogs,training behavior aids,83
18129,B000Q9KOIS,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",AATBXYENZDLWY,5/7,1.0,1239667200,"While I do like the bars themselves, I feel that Amazon resorted to bait and switch. I signed up for a subscription (monthly delivery), and the 2nd month they raised the price 50%. Needless to say, I canceled the subscription, as I can buy it cheaper locally.",health personal care,nutrition wellness,nutrition bars drinks,47
33770,B000KFXEYY,Stephen's Gourmet Hot Cocoa,A37HQ91XODAEPT,2/2,5.0,1322611200,"i found the packets at walmart for 57 cents i believe, but when i went back a week later they didn't have anymore! i also checked cvs and walgreens and they didn't have it either. i was so happy i found it on amazon and in cans which i think is a better deal than packets because you get more product. this is definately the best hot chocolate i've ever had. the peppermint isn't over powering like most peppermint hot chocolates i've had. i'll definately be buying more when i run out!",grocery gourmet food,beverages,hot cocoa,92
16436,B0002401NK,NOW QUERCETIN with BROMELAIN - 120 Vcaps,A1BD2GPUEV08WX,47/47,5.0,1230076800,"I had asthma bad at one time being hospitalized at least 3 to 4 times a year. All the meds they prescribed helped in the short term, but had many bad side effects. I use to feel like it was worth the risk when the alternative certainly meant a hospital visit and sometimes for days.After doing deeper research on the internet I found that Advair had been linked to asthma fatalities. Now there's a side effect I could do without. I also suffered from chest pains and nervousness.I didn't use Quercetin in place of asthma meds, but included it after reading about it's anti-inflamatory properties. Over time I took asthma meds less and kept with the Quercetin.It's been years since I've taken any traditional asthma meds and I haven't been in the hospital for asthma attacks since. I didn't notice when, but the chest pains are gone and my hand held out is as solid as a rock.As other products I use from Now Foods, I find their products to be of the highest quality and this gets you the best results. I try to get anyone who has asthma to at least try Quercetin to get off the prescription meds.",health personal care,nutrition wellness,vitamins supplements,201
33091,B0000DIWN3,Windex Glass And Surface Wipes - 25 ea,A36OQWTC3IRIBU,1/1,2.0,1319932800,"Excited to try these to make cleaning our stovetop easier, but all they did was leave a streaky linty mess that I had to use another towel to clean up after. Nothing convenient about that.",health personal care,household supplies,household cleaning,35
5320,B0002VXE8M,Crittertrail Two,unknown,2/2,5.0,1133049600,"CritterTrail 2 is a colourful,fun and spacious hamster cage or habitat.It consists of a large wheel(most are yellow), the famously leakly crittertrail blue water bottle, a quite large food dish, a ""Petting Zone"" at the roof connected to the base of the cage by two fun-nels.The little problems that you can face with this product is that it can probably be fairly difficult younger children to put together.I would advise parental guidence when putting together the CritterTrail 2.Another monor problem is that the water bottle may leak at times.Overall, I would rate this cage, CritterTrail 2, a good deal.I bought this cage after my female hamster, Peachy, had babies with my male, Trix.Thank For for reading and May God bless your day!Shawn Tinker,13Nassau, Bahamas",pet supplies,small animals,houses habitats,124
28585,B000HHNP8A,T3 Tourmaline Large Dressing Comb,A29CLLTZZIS2SY,0/0,2.0,1301011200,"The comb is not as pictured. The ""wide"" side is pictured with 23 teeth, it actually has 30. I bought it because I have thick hair and I need wider teeth to comb through my hair after I wash it. This comb cannot comb through my hair, wet or dry.",beauty,hair care,styling tools,50
19687,B000KK2HH4,Christmas Shrinky Dinks-- plus bonus blank refill sheets BIGGEST KIT ON THE MARKET,A2QIW0YPVKDLFE,0/0,5.0,1251936000,"All classic christmas designs, so cute. Reindeer tangled in christmas lights, Santa soaking his feet in a tub of water. We bought pinbacks and made lapel pins and we coated them with clear nail polish and glitter nail polish.Great project to do with kids.",toys games,arts crafts,unknown,44
6317,B000DZVIAI,V.Smile Smartridge,AAIGYE7F5VL2P,10/10,4.0,1144540800,"My daughter got this game when she was 2 1/2. She loves it! She can actually play it all on her own. We found that the Dora game was a little too hard for her because of all of the joystick use. A lot of the Elmo game can be played by simply using the jump button to move and the colored buttons for the small games. There are also harder levels that would be appropriate for her to grow into or for an older child. I think this game is much better suited for a child aged 2-3 than the game that comes with the Vsmile. She gets too frustrated with that one. I would have given it 5 stars, but the only flaw I see is that Elmo is very hard to understand. A lot of the times she can figure out what he is saying but no always. That's just Elmo though. He's always been a little hard to understand.",toys games,electronics for kids,systems accessories,163
11774,B000C9SDM6,Seventh Generation Chlorine Free Diapers,AMRIQKW0IT2YJ,2/2,2.0,1197849600,"I really was glad I decided to switch to these diapers and I was hopeful that they would work well for us as they had many positive reviews. Unfortunately they do not work well at all. Nearly every time we use them they leak. Normally we use cloth at home, but when we travel and at day care we use these. They leak almost every time unless you change the diaper every hour or hour and a half. What a shame!",baby products,diapering,disposable diapers,81
